Content Manifest for Depot 2722711 

Manifest ID / date     : 3533270317117975849 / 08/05/2025 22:25:57 
Total number of files  : 1395 
Total number of chunks : 3575 
Total bytes on disk    : 2538265679 
Total bytes compressed : 1847648256 


          Size Chunks File SHA                                 Flags Name
          4284      1 fca06c198782dac04ace8f31dff9c8b19058ca16     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeDenRough01.tif
          3596      1 6c2ff0a986a5535709bb70ffa1e34bd5d5033be2     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeDenRough02.tif
          2834      1 49ac79b1066b7c5eecd53cb3769b902a69965a77     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeDenSharp01.tif
          3324      1 8c03a88a10f1edc55377ed0328a8bb35d903d6fc     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeDenSharp02.tif
          3290      1 047ef0a0c229c68293c887aeb6eb2457eb0df9cb     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeDenSharp03.tif
          2826      1 4626253d1eafbb726f70b1353d7686f9e6dbe23f     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeDenVeiny01.tif
          4160      1 1d7d300faeeb62aceb82290f1c33bffd50358795     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeDenVeiny02.tif
          3122      1 8aadbdc3d9c4e852216df18766f652223ad23584     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeDenVolcanicRough01.tif
          3000      1 37cea7d3fa88b416742c95d3de2625b71f226021     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeDenVolcanicRough02.tif
          3446      1 6293ad4a9b88cdc7bae6ebb22ec2874eac545628     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeDenVolcanicWorn01.tif
          2984      1 0ca727c2b0ceb72f533261eb3ba2bb0b78cbca9c     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeDenVolcanicWorn02.tif
          2958      1 8ebcd912ea873d850e1232b902f9a485462cfc08     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeFairyRing01.tif
          5044      1 b34813fe022c61a7f8d0ebc9f7d27e3754c2b789     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeFloraGrove01.tif
          2924      1 8acc0acbfe5c13711039f6e66c35ef59f8ebc346     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeOasisLayered01.tif
          2972      1 f8e126ed3175f928221ed1ee679df5647e1bb5ad     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeOasisLayered02.tif
          2954      1 baa3ab84b2d155a02934e08e5301703d0d3d92e4     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeOasisPocked01.tif
          2986      1 a37d6bbc16c5249b602a706aaeec8261572f4d31     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeOasisPocked02.tif
          2960      1 ebb362769742ce1b0d4c37b7a2a858c0c4ea3453     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeOasisRough01.tif
          2978      1 ca1fce7fb8def6c6f46f47ccff37976ce1f2e619     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeOasisRough02.tif
          2990      1 0473b2dd9237fafa37fb545853b039c68e8c5005     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeOasisSharp01.tif
          2948      1 758e0fb4bf158ba1df87bffe0acffa8351b271eb     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeOasisSharp02.tif
          2940      1 3e7e14fbbf1158fe799b214d42b2e2103ac59d0f     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeOasisVeiny01.tif
          3012      1 152a124390a663735a43f5c2ca6f8e6c74683fee     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeOasisVeiny02.tif
          2974      1 9fd5b15e24ff697a5542846d29a5b2d84c114951     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeOasisVolcanicRough01.tif
          2950      1 c1542e49353862ab72c808ca0833f5720253d28f     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeOasisVolcanicRough02.tif
          3286      1 f1c4f11abe44fce2c8019f22a78127799e52608c     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeOasisVolcanicWorn01.tif
          2936      1 6a4495586945fbf3c74d105bab2910ad00f94a90     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeOasisVolcanicWorn02.tif
          2940      1 e298bdabe0fea39608b0683760d9c77b684732a1     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeStrangeValley01.tif
          4314      1 895b3b90da14a606e5c11d4a7e1838882bdfa9a1     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeValleyofTrees01.tif
          4716      1 ff3dbc6a2a392dd1d5a73e37bacf4077942e184d     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitAeriformLifeMed01.tif
          2920      1 0bd46e5ff9619cb6f0cbcaf60e05dc4dffd58b48     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitAeriformLifeSm01.tif
          3378      1 82a78729fe16909e83f7bbea5601119e980e4976     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitAeriformLifeSm02.tif
          7246      1 d9a592844c482c1de485ae9ab793d2f4e9bdf802     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitAmphibiousFootholdMed01.tif
          6820      1 eb02e1bf9df7fbe43c606ee02357a80dffa02a9d     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitAmphibiousFootholdMed02.tif
          4230      1 3318627a8c101a91be4123b2285aec9fe607db03     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitAmphibiousFootholdSm01.tif
          5934      1 7f339f4636e458e3312857bbb6595d5f59b2cedd     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitBoiledSeasMed01.tif
          8758      1 257020ce45cc335d1d6538014ebd819aa93599b3     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitBoiledSeasMed02.tif
          3004      1 68afeb3c295b7e7e4ee270ef9c9a75ae62253b3f     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitBoiledSeasSm01new.tif
          5658      1 ee7b2c7f885d999d7130e512f6393d613a8037bf     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitBolideBombardmentMed01.tif
          4820      1 921f13c1b4df50377c060c5d1877e4568199dbd6     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitBolideBombardmentMed01Life.tif
          5200      1 2ed883549618b6b9acbf164cd368313cd0a1a922     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitBolideBombardmentMed02.tif
          4738      1 c89e812d08bdc943634a1904549bad825e05ade2     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitBolideBombardmentMed02Life.tif
          5072      1 5f5ffce6d09c5ea682d0b7428d8869f39dd8c1a4     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitBolideBombardmentMed03.tif
          4706      1 05c5cefa40f2656eb877990fa6921473d7eab530     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitBolideBombardmentMed03Life.tif
          6650      1 a0dd316d6daecaad66cb4a86c929a6a030b00ff4     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitCharredEcosystemMd01.tif
          5626      1 4754bfc3809c9a256f996ca4945884b5cd3687d3     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitCharredEcosystemMd01Water.tif
          6154      1 910301589426dcd21e1adb5f3c45e8232145c32d     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitCharredEcosystemMd02.tif
          5728      1 de96f4d8974e9a9cfdf40d50ee07764b0017b6d9     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitCharredEcosystemMd02Water.tif
          2978      1 0aeb5bb38eedc76c82cd656a32d01fb53ec7f740     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitCharredEcosystemSm01.tif
          3046      1 17bb1fb296dfb5f236d733aff2cadb32caf03f74     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitCharredEcosystemSm01Water.tif
          6660      1 52f5a445525604bf0067a79df4bc9834f8acae7b     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitContinualConducterMd01.tif
          3412      1 03a0de63728813a33de701f2fdc9e200c26e5e46     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitContinualConductorSm01.tif
          2888      1 44d4403b3a606df3eba180727b71c4d061b42855     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitContinualConductorSm02.tif
          2844      1 65918e8a9d160d3f4c7555b27733bad44538bef3     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitContualConductorSm01.tif
          4914      1 f0599129f435207f98612a2e52f5fc17b1e815a3     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitCorallineLandmassMed01.tif
          4940      1 ccd07e625dc78bcc11dadc8fd205d37ac6531dee     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitCorallineLandmassMed02.tif
          4274      1 150194aa39dc3dd908f7a43409e76163689f3222     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitCorallineLandmassMed03.tif
          6064      1 dffe1bed6681776559d55f068f46a14a214c8f86     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitCrystallineCrustLg01.tif
          6258      1 af26cc2002add58b832401d4a4c76d2c4c8d5203     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitCrystallineCrustLg02.tif
          2840      1 5f1fe4b5cc3904cbe05d814ec25b21a7d22ee3bc     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitCrystallineCrustSm01.tif
          5192      1 7ed0aef3922a27a5d95eb7ba587d96538e919046     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitDiseasedBiosphereMed01.tif
          4794      1 b570288f1d3bdb328b25fe2ea3ffc2a26914c438     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitDiseasedBiosphereMed02.tif
          2956      1 0e1b3d66af351acc9682829de681c2dd966f075f     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitDiseasedBiosphereSm01.tif
          4922      1 f653a0430f1456f3eaf279fbd1d0a91cd42d131d     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitEcologicalConsortiumMd01.tif
          3014      1 753d61b3147df7adc2a1663a9181be783513c136     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitEcologicalConsortiumSm01.tif
          3032      1 f073766a12af6b75bc2394ba9879403890ddb7ce     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitEcologicalConsortiumSm02.tif
          4608      1 4c57a963a6cbddc3ead584af84f59f00b81fd588     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitEmergingTectonicsMed01.tif
          4490      1 1f7615720e0d5aff6d023a36663e6a6405735c78     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitEmergingTectonicsMed02.tif
          3336      1 2889c798e51335e45a7be4d5e4a9a868fdb3a26e     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitEmergingTectonicsSm01.tif
          7108      1 71d6e6d0319fe4bba338fb18dcb8f8aaa0d9d9fe     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitEnergeticRiftingMd01.tif
          4900      1 337ad12b7515ea080500d843b3ddc08ba9c86faf     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitEnergeticRiftingMd02.tif
          2930      1 33616b51da922d78a14daafc2a248ddc1015a94f     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitEnergeticRiftingMed01.tif
          3158      1 e1ec454de3475090b70624711ef7c8894dc17f75     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitEnergeticRiftingSm01.tif
          4506      1 c711d4ff10517273a50a623b598c537d78170f31     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitEnergeticRiftingSm02.tif
          5018      1 dd699f31a00c2d19716e49d7553cc7b92b52709c     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitExtinctionEventMed01.tif
          4932      1 670165fa400aee7bb32fd3890c45e320a8e60983     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitExtinctionEventMed02.tif
          3034      1 681565079e39e98b00b7e90a2321ae352db600f8     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitExtinctionEventSm01.tif
          5220      1 0bd6b278d73f2a5104cc2b19ab4e38ac5861bba0     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitFrozenEcosystemMed01.tif
          3306      1 be7fceb61ac8e00ed21c42ff381b368b4ad0dd6a     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitFrozenEcosystemSm01.tif
          2954      1 e15e4a986c59ec67536b9461caa1366e5562a015     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitFrozenEcosystemSm02.tif
          5198      1 043bfa52094197a5f7107f00b6058df37cf2c497     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitGaseousFontMed01.tif
          6934      1 172af9098ded310784e07b89a182524b8271c31d     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitGaseousFontMed02.tif
          6802      1 4cdd57b4e3f04dfe13b27d649dfb7e2bfe028189     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitGaseousFontMed03new.tif
          5626      1 c9a66f7491d4ec52ef78775de0295e9a969af742     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitGlobalGlacialRecessionMed01.tif
          3000      1 c67ece5b79ad47fd71a1fea4db4fed65820b95f5     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitGlobalGlacialRecessionSm01.tif
          3068      1 435cfbc602f04ad99e87558e8a5a4175c326b421     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitGlobalGlacialRecessionSm02.tif
          3014      1 6b67c5e42776817a6457844f2b28de6ba00004c2     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitGravitationalAnomalySm01.tif
          3100      1 4fd1bfacac2538c538136a11facd53545d44beb0     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitGravitationalAnomalySm02.tif
          3014      1 0272d3ba3e7c70bde9d0cc4087f71160c0599c5a     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitGravitationalAnomalySm03.tif
          5740      1 f679f0e886854dc0de783c739166c71e1561965b     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitPeltedFieldMed01.tif
          5740      1 f679f0e886854dc0de783c739166c71e1561965b     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitPeltedFieldMed01Water.tif
          3222      1 b5d844e9a83a77b5c0d7abb7eb98a0ba5511943c     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitPeltedFieldSm01.tif
          3222      1 b5d844e9a83a77b5c0d7abb7eb98a0ba5511943c     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitPeltedFieldSm01Water.tif
          2984      1 ab7bb2338191ab161894b0f7ec59a4841a7f7b51     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitPeltedFieldSm02.tif
          2984      1 ab7bb2338191ab161894b0f7ec59a4841a7f7b51     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitPeltedFieldSm02Water.tif
         17366      1 4288601702e2e23913ec5d0ecb0c5d697fdc9a15     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitPrimedforLifeMd01.tif
          5216      1 096e7adb4a539908abcc8ec0bc72cf5ab1ec6160     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitPrimedLifeMd01.tif
          9922      1 2ed67ae19cd5fef060b502295ca26b8f6a349331     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitPrimedLifeMd02.tif
          5074      1 25e6ae34d50d19975c7f14164270861cca9bd606     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitPrimedLifeSm01.tif
          6102      1 d595de9397596c9f8b6bd21a841cf41d8e0ccc04     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitPrimordialNetworkMed01.tif
          4684      1 dfe3cf703e2b7a394e561482163a4aa0a87ab323     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitPrimordialNetworkMed02new.tif
          2940      1 634e5cf1c1d17f86ec8c0294346a7641b40abf98     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitPrimordialNetworkSm01.tif
          5420      1 bdec7f403540ecf8234d8c742d07241b16aa25f5     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitPrismaticPlumesMd01.tif
          2908      1 48f3e1416b49a5b378e6b5a2af928f7dea39f16e     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitPrismaticPlumesSm01.tif
          2928      1 1fc68904d67b7cf5f9b866e09c51be3cd47b80d1     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitPrismaticPlumesSm02.tif
          6190      1 5dc83996b953be95030db43bb3364b986f56a261     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitPsychotropicBiotaMed01new.tif
          3210      1 e19d932ad3bd4f18c3e8131b2cb434be965a6dff     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitPsychotropicBiotaSm01.tif
          3100      1 9489604092caa92f70532450b834081d8e73162d     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitPsychotropicBiotaSm02.tif
          6872      1 7f851e156c560a86b6f671cd01cb88d0b628ea8e     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitSentientMicrobialColoniesLg01new.tif
          4660      1 b2db8e02f9c24ea0808eae607e8f3377d04c66de     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitSentientMicrobialColoniesMed01.tif
          4982      1 309b6dbc6ed4626b871b621f9be4b25094439d57     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitSentientMicrobialColoniesMed02.tif
          4826      1 6bae9790521649078e59335e5b01ae1792cc8db9     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitSlushySubsurfaceSeasMed01.tif
          2956      1 e0bec09e91d8607c26479ecf916ddadc3372c892     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitSlushySubsurfaceSeasSm01.tif
          3514      1 e11bf0cfaa46a8b1a17f9953b2491ca756767416     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitSlushySubsurfaceSeasSm02.tif
          9920      1 8f5a420894281bfc0e1a8163ae4591da3f267696     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitSolarStormsSeasonsLg01Life.tif
         27252      1 c56b607b1a18fd9bb0ac6a85a7f5809c2be99cc9     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitSolarStormsSeasonsLg01new.tif
          8430      1 bab6deb961eeb3b8802a2b649388dcc57becce67     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitSolarStormsSeasonsMed01.tif
         22636      1 1e83b3bf1d29e64ade947137b55e7d395a16e7f7     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitSolarStormsSeasonsMed01Life.tif
          6456      1 196d2cf95988c53f5a9633ea91e24294e16bdca0     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitSolarStormsSeasonsMed02.tif
          5230      1 1cc939c41a2f86ca0794e20218373e6bcdad5dc0     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitSolarStormsSeasonsMed02Life.tif
          6318      1 6296246dc77ebc3d7059578a0f132665b648e7e9     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitSonorousLilthosphereMed02.tif
          4484      1 11ffb2b31ba5c79d0e9ca0222ca2d83622a3fb35     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitSonorousLithosphereMed01.tif
          3004      1 c636ccbcbfdba80a493b017fdb75c16eb8c8a8e6     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitSonorousLithosphereSm01.tif
          4498      1 7c0f84c0be4399905d758377a86f96ce5a90c367     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitTurbulentLithosphereMed01.tif
          3064      1 1f64b849bba3229c34c1d3e960a2e384be725ae5     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitTurbulentLithosphereSm01.tif
          3066      1 e440c47a0d4542568ece7ae513264785e8e0cd33     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayTraitTurbulentLithosphereSm02.tif
          2894      1 05dd71a84fd6256bfb8538362a8f80e298c84374     0 Data\Source\TGATextures\Terrain\OverlayMasks\PCMGenericLandingOverlay.tif
          2894      1 05dd71a84fd6256bfb8538362a8f80e298c84374     0 Data\Source\TGATextures\Terrain\OverlayMasks\PCMGenericLandingUndiscoveredOverlay.tif
          3792      1 6f1170673056798b57163e84e92a4bc071691b7f     0 Data\Source\TGATextures\Terrain\OverlayMasks\PCMHazardTestOverlay.tif
          2944      1 9affff1f46916420766d43225bf543eae7493486     0 Data\Source\TGATextures\Terrain\OverlayMasks\PCMShipLanding01.tif
          2994      1 611fd8b18163acbacbec224c5b94d721ca32bc3f     0 Data\Source\TGATextures\Terrain\OverlayMasks\PCMShipLanding02.tif
          2966      1 d5f827c9da3fe23e2a6625fc8b9a0a3f8f8a639a     0 Data\Source\TGATextures\Terrain\OverlayMasks\PCMShipLanding03.tif
          3016      1 bd7f7be85a91d2dfbf6a4d8eb537f1d5829815f6     0 Data\Source\TGATextures\Terrain\OverlayMasks\PCMShipLanding04.tif
          2922      1 5c184a1c70512f3b1bb20a872f7cb32f473816be     0 Data\Source\TGATextures\Terrain\OverlayMasks\POI001World.tif
          2966      1 ab892575d066723aa9c3ff352e93d0eb81aec1c5     0 Data\Source\TGATextures\Terrain\OverlayMasks\POIJP003World.tif
          2854      1 9392163655ecc3f7cd608d232c03d6f8b282c3c4     0 Data\Source\TGATextures\Terrain\OverlayMasks\POIJP007World.tif
          3020      1 47003a60fcd8911a1c0239adb73cfe8f153d5047     0 Data\Source\TGATextures\Terrain\OverlayMasks\POIJP009World.tif
          3176      1 a3bcec72f08e15d9cf578c1807afce5e4f3d6b5f     0 Data\Source\TGATextures\Terrain\OverlayMasks\POIJP010World.tif
          4628      1 de0ea366731f35f18f4f7e9860b6a42e3302c507     0 Data\Source\TGATextures\Terrain\OverlayMasks\POIJP011World.tif
          8128      1 a1805e13f97dd07bfe8ba16bfa6881a0fc83b003     0 Data\Source\TGATextures\Terrain\OverlayMasks\POIJP012World.tif
          4950      1 faeb0f09d124021cd38df302a3c243d417d562e7     0 Data\Source\TGATextures\Terrain\OverlayMasks\POIJP013World.tif
          4626      1 36575139a717438f94b1536bd7a8fa1fec541d23     0 Data\Source\TGATextures\Terrain\OverlayMasks\POIJP014World.tif
          4364      1 f7e8e8e787743ef4db3444c0f964f5339cfd9cb8     0 Data\Source\TGATextures\Terrain\OverlayMasks\POIJP015World.tif
          5650      1 c5074d08a42bcf76277976efe96ab9fb1c6dec03     0 Data\Source\TGATextures\Terrain\OverlayMasks\POIJP016World.tif
          6646      1 0e23451d3feaedc6dc44b29d4ae04b5bb9e87097     0 Data\Source\TGATextures\Terrain\OverlayMasks\RL003World.tif
          8298      1 fd96a22d723971813a06d33d0cd22e41753df19a     0 Data\Source\TGATextures\Terrain\OverlayMasks\RL005MuybridgeWorld.tif
          7100      1 9e80a45ff148435b910ce4ad15b951e6e220ac68     0 Data\Source\TGATextures\Terrain\OverlayMasks\RL010World.tif
          7552      1 799159186fefab29d2ed789fd0b767a71b712a13     0 Data\Source\TGATextures\Terrain\OverlayMasks\RL012World.tif
          4630      1 717174e1a9af23364616e3d4a10fc05cdf8a3634     0 Data\Source\TGATextures\Terrain\OverlayMasks\RL018Worlda.tif
          7590      1 f7eb1757c268a1c2f9c4429835c466332262c014     0 Data\Source\TGATextures\Terrain\OverlayMasks\RL032World.tif
          6708      1 5c1484b6a411418f89fa9e9b305c1063451ce8f6     0 Data\Source\TGATextures\Terrain\OverlayMasks\RL036World.tif
          7656      1 dbc88ff6ae6a5b547b3e101fbdeae945f31fe234     0 Data\Source\TGATextures\Terrain\OverlayMasks\RL037World.tif
          6622      1 a3bb83d81a7d4867dcb0f06f5e3009747f1af0b7     0 Data\Source\TGATextures\Terrain\OverlayMasks\RL039World.tif
          4568      1 f3fc1737c4e89b27aa570bd4d555ec41e1084f29     0 Data\Source\TGATextures\Terrain\OverlayMasks\RL040World.tif
          3726      1 08c683c81fb478d42ce4b75053cd24f72b1d6df7     0 Data\Source\TGATextures\Terrain\OverlayMasks\RL064World.tif
          4578      1 af3f8fcdcb9abee1fe0a7421daaf289b25c97ca8     0 Data\Source\TGATextures\Terrain\OverlayMasks\RL067World.tif
          4568      1 5f233705a29b92db96620346ed9166e5acf107a8     0 Data\Source\TGATextures\Terrain\OverlayMasks\RL089WorldNEW.tif
          3580      1 93ec25442c87581bdad21e37a5ccf6ccd80722bb     0 Data\Source\TGATextures\Terrain\OverlayMasks\RL090World.tif
         12274      1 79cd8cd05232091373d7e7bd980ebf7f4aed123e     0 Data\Source\TGATextures\Terrain\OverlayMasks\SB001TempleWorld.tif
          7190      1 fb08753e87f5a3145c12f76571e6b479b064371a     0 Data\Source\TGATextures\Terrain\OverlayMasks\SB002TempleWorld.tif
          7972      1 78dcb63b3f56334d5ae2cb9966e5207781e00786     0 Data\Source\TGATextures\Terrain\OverlayMasks\SB003TempleWorld02.tif
          8580      1 0086dc4fb8fc0defc8144729fa9e7413d3cc1e15     0 Data\Source\TGATextures\Terrain\OverlayMasks\SB004TempleWorld.tif
          7430      1 2f8d457db890d6a3bc7f5890c4097ff0168bbc18     0 Data\Source\TGATextures\Terrain\OverlayMasks\SB005TempleWorld.tif
          6978      1 2d79beb6bf830cbbbfdc27d474a54c16b4543f45     0 Data\Source\TGATextures\Terrain\OverlayMasks\SB006TempleWorld.tif
         10666      1 fb4a3438fdee3cd4829f688513c62063486e1896     0 Data\Source\TGATextures\Terrain\OverlayMasks\SB007TempleWorld.tif
         13480      1 7c5cbb78f53c7ddecc519bbe1715304b9c2c64a8     0 Data\Source\TGATextures\Terrain\OverlayMasks\SB008TempleWorld.tif
          8652      1 677839be2bb0ccb69b20cf32b7511e686083453a     0 Data\Source\TGATextures\Terrain\OverlayMasks\SB009TempleWorld.tif
          8542      1 3f5b2af8a13e652d96e3977a811c1ed5e74b6afb     0 Data\Source\TGATextures\Terrain\OverlayMasks\SB010TempleWorld.tif
         10322      1 899a0f96265a241f9d92a05ab4b89691c91e1be1     0 Data\Source\TGATextures\Terrain\OverlayMasks\SB011TempleWorld.tif
          9918      1 4be025d49bc8281719ec5c1e4d056c117cd19dcb     0 Data\Source\TGATextures\Terrain\OverlayMasks\SB012TempleWorld.tif
         11186      1 d712a7d4902d424ca427fdd50d2378e2d5e4334c     0 Data\Source\TGATextures\Terrain\OverlayMasks\SB013TempleWorld.tif
         13226      1 8ec4b59fd9f3c2032c3f19560e804e6ff00145f6     0 Data\Source\TGATextures\Terrain\OverlayMasks\SB014TempleWorld.tif
